Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Policy Type,Sales Channel,Total Claim Amount,Vehicle Class
XC14741,California,2939.939038,No,Basic,High School or Below,2/26/11,Employed,M,97735,Urban,Divorced,73,Corporate Auto,Branch,188.667196,Four-Door Car
PG84165,California,2776.629135,No,Extended,High School or Below,1/27/11,Unemployed,M,0,Suburban,Single,77,Personal Auto,Branch,554.4,Four-Door Car
CN16311,Oregon,5476.527832,No,Basic,Master,02-Jun-11,Employed,F,52218,Rural,Married,68,Corporate Auto,Call Center,33.781673,Four-Door Car
TZ19823,California,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,Personal Auto,Agent,393.6,Four-Door Car
NC34154,California,8066.073765,No,Basic,High School or Below,2/28/11,Disabled,F,17950,Suburban,Married,71,Special Auto,Web,340.8,Two-Door Car
LQ50657,AR,3644.833554,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,Personal Auto,Agent,432,Two-Door Car
JL16084,AR,6611.118163,No,Extended,College,01-Mar-11,Unemployed,F,0,Suburban,Single,95,Personal Auto,Branch,564.302867,Four-Door Car
CJ81391,Oregon,7582.113842,Yes,Basic,College,02-Mar-11,Employed,M,64801,Urban,Married,64,Personal Auto,Web,268.471802,Four-Door Car
,,,,,,,,,,,,,,,,
JW70372,AR,7124.202899,No,Extended,Doctor,1/22/11,Employed,F,61233,Rural,Married,89,Personal Auto,Branch,181.287697,Four-Door Car
AW17574,Nevada,9435.540893,No,Extended,Bachelor,1/25/11,Unemployed,F,0,Suburban,,129,Corporate Auto,Call Center,628.366119,SUV
GL66847,AR,8256.2978,Yes,Basic,Bachelor,1/25/11,Employed,F,62902,Rural,Married,69,Personal Auto,Web,159.383042,Two-Door Car
DC62428,AR,5091.101225,No,Basic,High School or Below,01-Sep-11,Employed,M,20244,Suburban,Married,65,Personal Auto,Branch,312,Four-Door Car
KR54589,California,5881.813596,No,Basic,High School or Below,01-May-11,Employed,F,86812,Rural,Married,73,Personal Auto,Agent,45.472477,Four-Door Car
BC47264,California,7684.887717,No,Extended,College,02-May-11,Employed,F,62192,Rural,Single,98,Special Auto,Agent,243.292609,Two-Door Car
SN58128,Oregon,10396.53186,No,Extended,College,2/18/11,Employed,F,34948,Urban,Married,130,Personal Auto,Branch,443.786437,SUV
TD97297,Oregon,8545.608946,No,Basic,Bachelor,2/25/11,Employed,M,35456,Urban,Married,109,Personal Auto,Agent,505.082702,Sports Car
TK13024,Oregon,4408.071476,No,Basic,College,02-Mar-11,Employed,M,80640,Urban,Married,111,Personal Auto,Web,313.270725,SUV
LR97507,AR,2562.843896,No,Basic,High School or Below,2/19/11,Unemployed,M,0,Suburban,Single,74,Corporate Auto,Agent,663.423782,Four-Door Car
KC14861,Oregon,14886.70602,No,Basic,High School or Below,02-Nov-11,Employed,M,91193,Rural,Married,185,Personal Auto,Web,1.587888,Luxury SUV
DC37886,AR,24338.51185,No,Basic,High School or Below,2/23/11,Employed,F,73692,Rural,Married,67,Personal Auto,Branch,24.843535,Two-Door Car
SP56326,AR,7452.998789,No,Premium,High School or Below,01-Jan-11,Medical Leave,F,12195,Suburban,Divorced,101,Personal Auto,Branch,670.581817,Four-Door Car
,,,,,,,,,,,,,,,,
GQ92754,Nevada,16060.06949,No,Extended,College,02-Dec-11,Unemployed,M,0,Suburban,,87,Personal Auto,Call Center,417.6,Four-Door Car
DX28320,California,5111.357987,No,Basic,High School or Below,1/29/11,Unemployed,F,0,Suburban,Single,72,Personal Auto,Branch,594.683752,Four-Door Car
BM83544,AR,7439.978924,No,Basic,Bachelor,1/25/11,Unemployed,F,0,Suburban,Single,108,Personal Auto,Agent,518.4,SUV
,,,,,,,,,,,,,,,,
RO90746,California,17816.68242,No,Extended,High School or Below,02-Nov-11,Employed,F,60192,Suburban,Married,220,Personal Auto,Agent,1056,Luxury Car
UV46349,Oregon,6238.054416,No,Extended,Bachelor,01-Apr-11,Unemployed,F,0,Rural,Married,90,Personal Auto,Call Center,134.442783,Four-Door Car
MY32188,Oregon,2682.912454,No,Basic,Bachelor,1/20/11,Unemployed,M,0,Suburban,Single,74,Corporate Auto,Agent,355.2,Two-Door Car
OV87950,California,2837.163399,No,Basic,College,2/14/11,Employed,M,29242,Suburban,Married,73,Personal Auto,Branch,350.4,Two-Door Car
ZG82132,Oregon,4118.588554,Yes,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,Personal Auto,Branch,494.4,Two-Door Car
LZ31103,Oregon,2472.469209,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,Personal Auto,Agent,208.598246,Four-Door Car
HO79663,AR,4139.533158,No,Basic,Doctor,02-Aug-11,Employed,F,45281,Rural,Married,104,Personal Auto,Branch,65.03063,Sports Car
RS57109,AR,4100.465956,No,Premium,Bachelor,1/20/11,Employed,F,51193,Rural,Married,104,Personal Auto,Agent,97.313649,Two-Door Car
NA21420,Oregon,5278.201394,No,Basic,Bachelor,02-Mar-11,Employed,F,62074,Rural,Divorced,67,Corporate Auto,Agent,49.435556,Four-Door Car
MY98825,California,8056.898119,No,Basic,Bachelor,02-Feb-11,Employed,F,64304,Rural,Divorced,68,Corporate Auto,Web,65.471028,Two-Door Car
VW73816,Oregon,9185.025301,No,Basic,Bachelor,1/28/11,Employed,M,73795,Urban,Married,116,Personal Auto,Agent,501.716934,SUV
FN66189,Oregon,15417.73444,No,Extended,College,02-Aug-11,Employed,F,84376,Rural,Married,96,Personal Auto,Branch,43.578516,Four-Door Car
HU75748,AR,6829.413399,No,Basic,High School or Below,2/13/11,Unemployed,F,0,Suburban,Single,66,Personal Auto,Branch,470.691875,Two-Door Car
OS11465,Oregon,8500.909417,No,Basic,High School or Below,01-Oct-11,Employed,M,79153,Suburban,Married,106,Special Auto,Call Center,508.8,SUV
UY61913,Oregon,8847.444221,No,Basic,College,02-Nov-11,Disabled,M,17950,Urban,Married,118,Personal Auto,Agent,425.489592,SUV
OD70577,AR,2840.899849,No,Extended,College,2/28/11,Unemployed,F,0,Suburban,Single,80,Personal Auto,Branch,962.526106,Two-Door Car
DC91024,Oregon,15984.52739,No,Basic,Bachelor,02-Jul-11,Unemployed,M,0,Suburban,Single,69,Personal Auto,Branch,331.2,Two-Door Car
VQ67172,Oregon,18542.30074,No,Basic,College,01-Sep-11,Unemployed,F,0,Suburban,Married,72,Corporate Auto,Agent,622.992063,Four-Door Car
MF23895,AR,2609.829612,No,Basic,College,1/13/11,Employed,F,58139,Rural,Married,65,Corporate Auto,Agent,33.171413,Four-Door Car
AA10041,California,7901.744238,No,Basic,High School or Below,02-Feb-11,Unemployed,M,0,Suburban,Single,113,Personal Auto,Call Center,1258.327804,SUV
DV36320,California,17995.86532,No,Extended,High School or Below,1/18/11,Employed,F,80991,Urban,Married,223,Personal Auto,Branch,937.327881,Luxury SUV
UE72026,California,5021.686245,No,Extended,College,1/28/11,Employed,F,69678,Rural,Divorced,126,Personal Auto,Agent,306.818754,Sports Car
SE78641,AR,4654.841089,No,Basic,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,67,Personal Auto,Call Center,577.385463,Two-Door Car
YC69616,AR,2719.506996,Yes,Basic,College,1/24/11,Retired,F,14030,Suburban,Married,72,Personal Auto,Branch,345.6,Two-Door Car
SM10254,Oregon,4726.869327,Yes,Extended,Bachelor,01-Oct-11,Medical Leave,F,13037,Suburban,Married,124,Personal Auto,Agent,839.348464,SUV
AG45299,California,8595.726399,No,Basic,College,1/20/11,Employed,M,76763,Rural,Divorced,108,Personal Auto,Web,186.459607,SUV
,,,,,,,,,,,,,,,,
No69427,California,2797.674845,No,Basic,High School or Below,02-Jul-11,Employed,M,69604,Rural,Married,70,Corporate Auto,Agent,112.336604,Four-Door Car
BA52133,California,5344.989624,No,Basic,Master,02-Nov-11,Employed,M,22908,Suburban,Married,68,Personal Auto,Call Center,387.774781,Four-Door Car
WT59944,California,17557.54051,No,Premium,College,2/15/11,Employed,F,68273,Rural,Divorced,146,Personal Auto,Call Center,76.475359,Sports Car
XV30885,California,4595.524548,No,Basic,College,1/25/11,Employed,M,95550,Urban,Divorced,116,Personal Auto,Agent,381.570261,SUV
LU79865,Nevada,5794.104234,No,Basic,Bachelor,2/27/11,Employed,M,88370,Suburban,,74,Personal Auto,Agent,355.2,Four-Door Car
BL29046,Oregon,5332.462694,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,Corporate Auto,Branch,309.577946,Four-Door Car
AM34581,Oregon,6680.146801,No,Extended,Bachelor,01-May-11,Employed,F,24432,Rural,Married,87,Corporate Auto,Branch,71.10847,Two-Door Car
YN75239,Oregon,7910.866718,No,Basic,College,01-Dec-11,Employed,M,77577,Rural,Married,199,Personal Auto,Agent,35.768916,Luxury SUV
OJ84485,California,12516.92188,No,Basic,High School or Below,1/27/11,Medical Leave,M,12607,Suburban,Married,110,Personal Auto,Call Center,528,SUV
JA12995,Oregon,2325.259483,No,Basic,College,2/15/11,Unemployed,F,0,Suburban,Married,63,Personal Auto,Agent,302.4,Four-Door Car
OD85990,Oregon,3964.151263,No,Basic,Bachelor,2/14/11,Disabled,F,23474,Suburban,Divorced,102,Corporate Auto,Branch,489.6,SUV
NZ57264,California,7486.088015,No,Basic,Bachelor,1/26/11,Unemployed,M,0,Suburban,Single,113,Personal Auto,Call Center,813.6,SUV
OL39995,Oregon,6707.994148,No,Basic,Bachelor,2/25/11,Unemployed,M,0,Suburban,Divorced,65,Personal Auto,Agent,360.480689,Four-Door Car
LK51620,California,12902.09322,No,Premium,High School or Below,1/15/11,Employed,M,98478,Suburban,Married,106,Corporate Auto,Branch,508.8,Four-Door Car
ZB91993,AR,5926.729379,Yes,Extended,College,1/25/11,Retired,M,23091,Suburban,Married,96,Personal Auto,Agent,460.8,Four-Door Car
SZ60342,AR,5148.653203,No,Basic,College,1/13/11,Employed,M,51071,Suburban,Married,65,Personal Auto,Agent,312,Two-Door Car
WE80653,Oregon,6827.178202,No,Basic,Bachelor,02-Mar-11,Unemployed,F,0,Rural,Divorced,103,Personal Auto,Agent,2.455033,SUV
EE28119,AR,4670.058282,No,Premium,Bachelor,02-Mar-11,Employed,F,69921,Urban,Divorced,118,Personal Auto,Agent,373.227044,Two-Door Car
,,,,,,,,,,,,,,,,
BA92673,Oregon,6961.945557,No,Basic,High School or Below,02-May-11,Unemployed,F,0,Rural,Married,63,Personal Auto,Web,40.622304,Four-Door Car
PT70350,Oregon,28511.03331,No,Premium,High School or Below,2/21/11,Employed,M,27607,Suburban,Married,104,Corporate Auto,Agent,640.584145,Four-Door Car
KL29678,Oregon,8624.917663,No,Basic,Master,01-Aug-11,Employed,F,43610,Suburban,Married,106,Personal Auto,Agent,508.8,Sports Car
HL84679,Oregon,3382.223536,No,Extended,Bachelor,2/17/11,Unemployed,F,0,Suburban,Married,91,Personal Auto,Call Center,436.8,Four-Door Car
GH94657,California,2319.818549,No,Basic,Bachelor,1/27/11,Disabled,M,14660,Suburban,Married,61,Personal Auto,Call Center,396.608751,Four-Door Car
EZ71780,AR,8807.486831,No,Extended,High School or Below,2/21/11,Disabled,F,26864,Suburban,Divorced,78,Special Auto,Agent,374.4,Four-Door Car
BW76745,Oregon,2491.317024,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,Personal Auto,Agent,67.530904,Four-Door Car
TN64240,California,7853.961409,No,Extended,Bachelor,2/21/11,Employed,F,42582,Suburban,Divorced,99,Corporate Auto,Call Center,629.344642,Four-Door Car
AE23906,AR,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,Personal Auto,Branch,128.969729,Four-Door Car
CX20455,AR,22103.5072,Yes,Basic,College,1/30/11,Unemployed,M,0,Suburban,Married,102,Corporate Auto,Branch,489.6,SUV
,,,,,,,,,,,,,,,,
NR66922,Oregon,11323.35555,No,Extended,Master,2/18/11,Employed,M,98254,Rural,Married,94,Corporate Auto,Agent,229.711908,Four-Door Car
,,,,,,,,,,,,,,,,
No81415,AR,3139.169353,No,Extended,Bachelor,02-Jan-11,Employed,M,31177,Suburban,Married,79,Personal Auto,Call Center,905.699717,Four-Door Car
OI48534,California,2617.182661,No,Basic,High School or Below,2/14/11,Employed,F,98338,Rural,Single,65,Personal Auto,Web,35.597288,Four-Door Car
FH83537,California,3732.568536,No,Basic,High School or Below,01-Apr-11,Unemployed,F,0,Suburban,Single,106,Personal Auto,Agent,879.42749,Sports Car
VH94792,California,4433.694028,No,Basic,Bachelor,1/21/11,Unemployed,F,0,Suburban,Single,65,Special Auto,Web,312,Four-Door Car
,,,,,,,,,,,,,,,,
UW68708,California,5009.595291,No,Basic,Bachelor,1/20/11,Unemployed,F,0,Suburban,Single,69,Personal Auto,Web,496.8,Four-Door Car
PV39600,California,8417.004401,No,Premium,Bachelor,01-Jun-11,Employed,M,24285,Suburban,Divorced,111,Personal Auto,Agent,1257.527908,Two-Door Car
ZD42919,California,4483.839044,No,Basic,Master,01-Sep-11,Employed,M,32983,Urban,Married,113,Personal Auto,Call Center,466.81627,SUV
ZX68434,California,5124.984391,No,Extended,Doctor,1/13/11,Unemployed,F,0,Suburban,Divorced,134,Personal Auto,Web,643.2,SUV
CH81088,Oregon,3721.057118,No,Extended,Bachelor,02-Feb-11,Employed,F,71333,Urban,Married,93,Personal Auto,Call Center,343.755209,Four-Door Car
SV68939,AR,9988.787618,No,Extended,Master,2/27/11,Employed,F,33157,Rural,Married,124,Personal Auto,Agent,286.003968,SUV
WI81695,Oregon,3342.177957,No,Extended,College,1/27/11,Unemployed,F,0,Suburban,Married,91,Personal Auto,Agent,436.8,Four-Door Car
OU50429,California,7524.735746,No,Basic,Bachelor,02-Apr-11,Employed,M,36580,Suburban,Married,64,Personal Auto,Agent,460.8,Four-Door Car
TE44937,Oregon,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,Personal Auto,Agent,571.2,SUV
GC29421,California,2949.282616,No,Basic,High School or Below,01-Aug-11,Employed,F,78596,Rural,Divorced,73,Personal Auto,Call Center,106.267659,Four-Door Car
RF71693,AR,5179.890955,No,Basic,Bachelor,1/30/11,Employed,F,35143,Urban,Married,65,Corporate Auto,Agent,171.184016,Four-Door Car
JZ22920,AR,3225.395988,No,Extended,Master,1/30/11,Employed,M,29606,Suburban,Married,81,Personal Auto,Agent,438.276898,Four-Door Car
ZL68596,AR,8849.689719,No,Basic,Master,02-Mar-11,Employed,M,53228,Rural,Married,73,Special Auto,Branch,137.195447,Four-Door Car
GV91160,Oregon,2886.451602,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,Personal Auto,Agent,486.278557,Four-Door Car
PC80039,Oregon,2359.423599,Yes,Basic,Bachelor,01-Nov-11,Disabled,F,19864,Suburban,Divorced,63,Personal Auto,Web,352.394515,Four-Door Car
RH72839,Nevada,4669.22664,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,,116,Personal Auto,Call Center,556.8,Two-Door Car
SV15363,California,6366.225775,Yes,Extended,High School or Below,01-Jul-11,Employed,M,44368,Suburban,Married,80,Personal Auto,Call Center,384,Two-Door Car
CN17219,Oregon,25581.61014,No,Basic,College,1/13/11,Employed,M,27961,Suburban,Married,72,Personal Auto,Agent,345.6,Two-Door Car
ZM84839,California,8146.271602,No,Basic,College,2/27/11,Employed,F,92777,Rural,Married,68,Personal Auto,Web,158.041549,Two-Door Car
ZO31878,Oregon,5412.458621,No,Basic,Master,02-Apr-11,Employed,F,55992,Urban,Married,67,Personal Auto,Call Center,191.409775,Four-Door Car
BU70181,AR,5757.442258,Yes,Basic,Master,1/31/11,Employed,M,88997,Rural,Divorced,72,Personal Auto,Branch,174.041566,Four-Door Car
RN20799,AR,4755.194923,No,Basic,High School or Below,1/27/11,Retired,F,21926,Suburban,Married,63,Personal Auto,Agent,302.4,Four-Door Car
VF58561,Oregon,4995.211519,No,Basic,Bachelor,02-Aug-11,Employed,F,82413,Suburban,Divorced,62,Personal Auto,Agent,297.6,Four-Door Car
HU26687,California,2824.849967,No,Basic,Bachelor,1/18/11,Employed,M,48008,Rural,Married,73,Personal Auto,Branch,137.081716,Four-Door Car
VT84289,California,5907.91176,No,Basic,College,02-Jun-11,Employed,F,87796,Suburban,Single,74,Personal Auto,Agent,355.2,Four-Door Car
ZG17326,Oregon,4988.579794,No,Basic,Bachelor,02-Nov-11,Employed,M,38928,Suburban,Married,64,Personal Auto,Agent,326.660051,Four-Door Car
ZR84007,AR,7405.265785,No,Basic,Bachelor,01-May-11,Employed,M,58779,Suburban,Single,64,Personal Auto,Branch,307.2,Four-Door Car
,,,,,,,,,,,,,,,,
YR76491,Oregon,15102.22866,No,Extended,College,1/22/11,Unemployed,F,0,Rural,Married,137,Personal Auto,Branch,32.978158,SUV
NY93341,AR,9118.928908,No,Basic,High School or Below,2/16/11,Employed,F,33882,Rural,Married,114,Personal Auto,Branch,272.835064,SUV
BC87161,Oregon,2759.978287,Yes,Basic,Bachelor,01-Mar-11,Employed,M,92296,Suburban,Married,69,Personal Auto,Agent,331.2,Two-Door Car
PW23851,Oregon,15251.57924,No,Extended,Bachelor,1/15/11,Employed,F,63287,Suburban,Married,127,Personal Auto,Agent,617.202619,SUV
UM73815,AR,14517.43681,No,Premium,High School or Below,1/13/11,Employed,F,74871,Suburban,Married,178,Personal Auto,Call Center,854.4,SUV
HW19506,AR,5597.12496,Yes,Extended,High School or Below,1/27/11,Employed,F,37995,Suburban,Married,139,Personal Auto,Branch,667.2,SUV
JF90784,California,19323.23675,No,Extended,High School or Below,01-Aug-11,Unemployed,F,0,Suburban,Divorced,139,Personal Auto,Branch,1389.140121,SUV
,,,,,,,,,,,,,,,,
BR28896,Nevada,3176.356488,No,Extended,High School or Below,01-Oct-11,Employed,M,64706,Urban,,81,Personal Auto,Web,372.909686,Two-Door Car
PD32943,Oregon,4526.126785,No,Basic,Bachelor,01-Jun-11,Unemployed,M,0,Suburban,Married,64,Personal Auto,Branch,307.2,Four-Door Car
GM83516,AR,2573.716859,No,Basic,College,01-Jul-11,Employed,M,29500,Suburban,Divorced,67,Corporate Auto,Agent,321.6,Four-Door Car
BK15048,AR,6656.709233,No,Basic,College,1/20/11,Unemployed,M,0,Suburban,Single,69,Personal Auto,Branch,496.8,Four-Door Car
RA27021,Nevada,27564.73951,No,Extended,Bachelor,01-Jan-11,Disabled,F,26410,Rural,,91,Corporate Auto,Agent,184.516188,Four-Door Car
JW15941,California,3842.794699,No,Extended,Master,1/29/11,Employed,M,97832,Rural,Married,95,Personal Auto,Web,107.661239,Two-Door Car
GP20408,Oregon,3808.122147,Yes,Extended,College,1/28/11,Employed,F,94903,Suburban,Married,94,Personal Auto,Agent,451.2,Two-Door Car
AM57175,Oregon,15000.84238,No,Extended,High School or Below,01-Jun-11,Employed,F,62473,Suburban,Divorced,76,Personal Auto,Branch,507.560729,Four-Door Car
RI40862,Nevada,5573.10605,No,Basic,College,2/18/11,Employed,M,85704,Urban,,69,Personal Auto,Agent,325.395532,Four-Door Car
EY86980,Oregon,6222.212108,No,Extended,Bachelor,1/14/11,Employed,M,74270,Rural,Single,78,Corporate Auto,Agent,122.486486,Two-Door Car
FG24850,Oregon,5096.673223,Yes,Basic,Master,1/28/11,Disabled,F,22886,Suburban,Divorced,65,Personal Auto,Agent,312,Four-Door Car
JB39997,California,6183.185785,No,Extended,College,2/24/11,Employed,F,36464,Rural,Married,78,Personal Auto,Call Center,93.515817,Four-Door Car
CG43444,California,9388.981905,No,Extended,Bachelor,1/27/11,Employed,F,33599,Rural,Divorced,80,Personal Auto,Branch,111.265486,Four-Door Car
ZG69918,Oregon,8168.714346,No,Basic,College,1/14/11,Disabled,M,20819,Urban,Married,73,Special Auto,Call Center,206.863422,Four-Door Car
GM70734,California,13561.2048,No,Extended,College,1/29/11,Medical Leave,F,29095,Urban,Divorced,91,Corporate Auto,Agent,280.800938,Two-Door Car
PM14429,California,6699.278956,No,Extended,College,02-Apr-11,Employed,M,30852,Urban,Single,88,Personal Auto,Branch,318.866388,Four-Door Car
FD55376,California,20230.9675,No,Basic,High School or Below,2/22/11,Employed,M,48448,Suburban,Married,74,Corporate Auto,Agent,355.2,Four-Door Car
,,,,,,,,,,,,,,,,
YE70791,California,5169.49937,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73,Personal Auto,Call Center,350.4,Four-Door Car
UN52560,AR,6278.764007,No,Extended,Bachelor,2/14/11,Employed,M,47669,Suburban,Married,80,Personal Auto,Branch,384,Four-Door Car
SS95187,AR,3343.933131,No,Extended,Bachelor,1/29/11,Employed,M,40794,Urban,Divorced,87,Personal Auto,Branch,334.452807,Four-Door Car
OU62959,California,15531.78589,No,Basic,Bachelor,02-Sep-11,Employed,M,95340,Urban,Married,198,Personal Auto,Web,808.844338,Luxury SUV
ZV36800,Oregon,4236.84292,No,Basic,Bachelor,1/23/11,Disabled,M,14476,Suburban,Married,113,Corporate Auto,Branch,542.4,Sports Car
XF83901,AR,3692.583567,No,Premium,College,01-Dec-11,Unemployed,F,0,Suburban,Single,105,Personal Auto,Branch,756,Four-Door Car
RE12758,California,6782.556454,No,Extended,High School or Below,2/22/11,Employed,M,26116,Suburban,Married,85,Personal Auto,Agent,612,Four-Door Car
CH97666,California,3683.472334,No,Basic,Bachelor,1/14/11,Retired,M,12454,Suburban,Married,100,Personal Auto,Web,720,Sports Car
NU25698,Oregon,13995.68999,No,Extended,High School or Below,2/16/11,Employed,F,48245,Suburban,Married,121,Personal Auto,Agent,580.8,SUV
ZV80216,Oregon,5619.689084,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,Personal Auto,Web,1027.000029,SUV
PB47955,Oregon,8331.648336,No,Basic,Bachelor,01-Nov-11,Unemployed,F,0,Suburban,Single,119,Personal Auto,Branch,856.8,SUV
BD36887,Nevada,4171.18715,No,Basic,College,1/27/11,Employed,F,37478,Suburban,,105,Personal Auto,Agent,653.685468,Sports Car
JG65202,Oregon,7873.567332,No,Basic,High School or Below,1/29/11,Unemployed,M,0,Suburban,Single,74,Personal Auto,Agent,568.798455,Two-Door Car
YV76240,Oregon,10677.25385,No,Extended,College,01-Apr-11,Employed,F,45732,Urban,Married,134,Corporate Auto,Call Center,611.918994,SUV
LN28900,California,14687.07959,No,Extended,Bachelor,2/23/11,Unemployed,M,0,Suburban,Single,85,Personal Auto,Web,612,Four-Door Car
,,,,,,,,,,,,,,,,
DI42246,AR,2230.755716,No,Basic,College,1/20/11,Unemployed,M,0,Suburban,Married,62,Personal Auto,Agent,325.88607,Four-Door Car
SE86346,Nevada,7771.018055,No,Basic,College,2/16/11,Employed,F,58467,Suburban,,65,Corporate Auto,Web,452.915621,Four-Door Car
,,,,,,,,,,,,,,,,
XW93623,Nevada,7221.151702,No,Basic,Bachelor,02-Sep-11,Employed,M,33811,Urban,,184,Personal Auto,Agent,587.37679,Luxury SUV
FJ62579,Oregon,12285.0473,No,Basic,High School or Below,1/20/11,Unemployed,M,0,Suburban,Divorced,183,Personal Auto,Call Center,878.4,Luxury SUV
ZZ22193,California,5704.679894,No,Basic,Master,01-May-11,Employed,F,37675,Suburban,Single,71,Personal Auto,Agent,380.919824,Four-Door Car
ZY77695,AR,2433.913419,No,Basic,Bachelor,01-Oct-11,Unemployed,M,0,Suburban,Single,72,Personal Auto,Agent,345.6,Two-Door Car
ZJ65064,California,4921.752296,No,Basic,College,02-May-11,Unemployed,F,0,Suburban,Single,70,Personal Auto,Call Center,336,Four-Door Car
FA59186,California,4660.006868,No,Basic,High School or Below,1/14/11,Unemployed,M,0,Suburban,Single,67,Personal Auto,Web,482.4,Two-Door Car
,,,,,,,,,,,,,,,,
RT80802,Nevada,11658.59927,No,Basic,College,1/19/11,Disabled,M,19851,Rural,,102,Personal Auto,Branch,220.038588,Sports Car
,,,,,,,,,,,,,,,,
QF17381,AR,4733.507343,No,Basic,Bachelor,01-Jun-11,Unemployed,F,0,Suburban,Married,62,Corporate Auto,Agent,740.838216,Four-Door Car
JF16897,Oregon,8776.363448,No,Basic,High School or Below,2/23/11,Employed,F,28360,Suburban,Married,73,Personal Auto,Branch,863.909989,Four-Door Car
PB90912,California,7804.022473,No,Basic,High School or Below,02-Aug-11,Employed,M,70833,Suburban,Married,193,Personal Auto,Web,926.4,Luxury SUV
CH50339,AR,2522.256441,No,Basic,Master,01-Aug-11,Unemployed,F,0,Suburban,Married,69,Corporate Auto,Call Center,470.275242,Four-Door Car
GU41198,California,9536.338382,No,Extended,Bachelor,01-Jul-11,Employed,F,62421,Suburban,Divorced,80,Corporate Auto,Call Center,384,Four-Door Car
CT96082,Oregon,4711.080198,No,Basic,Bachelor,01-May-11,Disabled,F,13933,Rural,Married,62,Corporate Auto,Call Center,49.364254,Two-Door Car
KP26590,Nevada,3801.282266,No,Extended,Bachelor,2/16/11,Employed,F,40513,Rural,,96,Personal Auto,Branch,151.589577,Four-Door Car
ZQ51896,Oregon,21159.30151,No,Basic,College,1/22/11,Unemployed,M,0,Suburban,Single,108,Special Auto,Web,777.6,SUV
BI34286,Oregon,6515.026481,No,Extended,Master,2/27/11,Employed,M,47259,Suburban,Married,81,Corporate Auto,Branch,388.8,Four-Door Car
XJ97760,California,4739.861234,No,Basic,Master,01-Jan-11,Employed,M,35039,Urban,Single,61,Personal Auto,Call Center,254.308991,Four-Door Car
CO71128,California,21240.94357,No,Basic,College,01-Jul-11,Unemployed,F,0,Suburban,Single,190,Personal Auto,Agent,1368,Luxury SUV
,,,,,,,,,,,,,,,,
RC74014,Oregon,4990.343538,No,Basic,College,1/27/11,Unemployed,F,0,Suburban,Single,71,Special Auto,Web,849.666647,Two-Door Car
CP66511,Oregon,2562.604728,No,Basic,High School or Below,02-Oct-11,Employed,M,92038,Urban,Married,65,Personal Auto,Agent,178.408186,Two-Door Car
JG13893,Nevada,7355.349908,No,Basic,Bachelor,1/19/11,Employed,M,51789,Suburban,,61,Corporate Auto,Call Center,435.835125,Two-Door Car
ER49844,AR,5041.447024,No,Basic,College,1/19/11,Employed,M,61972,Rural,Married,64,Personal Auto,Call Center,138.961963,Four-Door Car
AU91447,Oregon,12731.95161,Yes,Basic,Doctor,1/14/11,Employed,M,40870,Suburban,Married,105,Special Auto,Agent,504,SUV
SK58227,California,8879.790017,Yes,Basic,High School or Below,02-Mar-11,Employed,F,52583,Urban,Single,113,Personal Auto,Agent,528.20086,SUV
HG23705,AR,2872.669164,No,Basic,Bachelor,01-May-11,Employed,F,79681,Rural,Single,73,Personal Auto,Agent,9.160139,Four-Door Car
MV93555,Oregon,11058.22493,No,Extended,High School or Below,1/14/11,Employed,F,69792,Suburban,Single,137,Personal Auto,Web,696.757797,SUV
VQ20924,AR,7138.167712,No,Extended,High School or Below,02-Oct-11,Disabled,F,19794,Suburban,Married,93,Corporate Auto,Agent,603.077136,Two-Door Car
AR59416,Oregon,29037.47753,No,Basic,High School or Below,2/22/11,Unemployed,M,0,Suburban,Married,113,Personal Auto,Web,542.4,SUV
DF65548,California,8613.464627,No,Premium,Master,1/24/11,Employed,F,26680,Suburban,Married,106,Personal Auto,Agent,508.8,Two-Door Car
PA28328,California,3861.486269,Yes,Extended,College,01-Jun-11,Employed,F,93272,Urban,Married,95,Corporate Auto,Branch,281.110788,Four-Door Car
WY31530,Oregon,2482.915577,No,Basic,Doctor,2/15/11,Unemployed,M,0,Rural,Married,68,Personal Auto,Branch,87.272319,Two-Door Car
LV89056,California,3133.018242,No,Extended,Bachelor,1/18/11,Unemployed,F,0,Suburban,Single,91,Personal Auto,Call Center,655.2,Four-Door Car
